Date,Age,Infection-Vaccinated,Vaccinated without Validity,Infection-Not Vaccinated,"Infection-Vaccinated per 100,000 residents","Vaccinated without Validity per 100,000 residents","Infection-Not Vaccinated per 100,000 residents"
03-06-2021,מעל גיל 60,0,0,1,0,0,0.5
03-06-2021,כלל האוכלוסיה,4,0,6,0.1,0,0.2
03-06-2021,מתחת לגיל 60,4,0,4,0.1,0,0.1
04-06-2021,מתחת לגיל 60,6,0,21,0.2,0,0.6
04-06-2021,כלל האוכלוסיה,9,0,22,0.2,0,0.6
04-06-2021,מעל גיל 60,3,0,1,0.2,0,0.5
05-06-2021,כלל האוכלוסיה,3,0,3,0.1,0,0.1
05-06-2021,מעל גיל 60,2,0,0,0.1,0,0
05-06-2021,מתחת לגיל 60,1,0,2,0,0,0.1
06-06-2021,מתחת לגיל 60,1,0,1,0,0,0
06-06-2021,מעל גיל 60,0,0,1,0,0,0.5
06-06-2021,כלל האוכלוסיה,1,0,3,0,0,0.1
07-06-2021,מתחת לגיל 60,3,0,2,0.1,0,0.1
07-06-2021,כלל האוכלוסיה,5,0,2,0.1,0,0.1
07-06-2021,מעל גיל 60,2,0,0,0.1,0,0
08-06-2021,כלל האוכלוסיה,10,0,20,0.2,0,0.5
08-06-2021,מתחת לגיל 60,7,0,17,0.2,0,0.5
08-06-2021,מעל גיל 60,3,0,1,0.2,0,0.5
09-06-2021,מתחת לגיל 60,1,0,1,0,0,0
09-06-2021,מעל גיל 60,2,0,1,0.1,0,0.5
09-06-2021,כלל האוכלוסיה,3,0,3,0.1,0,0.1
10-06-2021,כלל האוכלוסיה,8,0,10,0.1,0,0.3
10-06-2021,מתחת לגיל 60,5,0,8,0.1,0,0.2
10-06-2021,מעל גיל 60,3,0,0,0.2,0,0
11-06-2021,מעל גיל 60,1,0,0,0.1,0,0
11-06-2021,מתחת לגיל 60,7,0,6,0.2,0,0.2
11-06-2021,כלל האוכלוסיה,8,0,8,0.1,0,0.2
12-06-2021,מעל גיל 60,0,0,1,0,0,0.5
12-06-2021,מתחת לגיל 60,2,0,1,0.1,0,0
12-06-2021,כלל האוכלוסיה,2,0,3,0,0,0.1
13-06-2021,מעל גיל 60,0,0,0,0,0,0
13-06-2021,כלל האוכלוסיה,1,0,2,0,0,0.1
13-06-2021,מתחת לגיל 60,1,0,2,0,0,0.1
14-06-2021,מעל גיל 60,2,0,0,0.1,0,0
14-06-2021,מתחת לגיל 60,8,0,15,0.2,0,0.4
14-06-2021,כלל האוכלוסיה,10,0,15,0.2,0,0.4
15-06-2021,מתחת לגיל 60,7,0,15,0.2,0,0.4
15-06-2021,כלל האוכלוסיה,8,0,16,0.1,0,0.4
15-06-2021,מעל גיל 60,1,0,0,0.1,0,0
16-06-2021,מעל גיל 60,0,0,4,0,0,2.2
16-06-2021,מתחת לגיל 60,6,0,2,0.2,0,0.1
16-06-2021,כלל האוכלוסיה,6,0,7,0.1,0,0.2
17-06-2021,מעל גיל 60,3,0,0,0.2,0,0
17-06-2021,כלל האוכלוסיה,10,0,18,0.2,0,0.5
17-06-2021,מתחת לגיל 60,7,0,18,0.2,0,0.5
18-06-2021,כלל האוכלוסיה,12,0,22,0.2,0,0.6
18-06-2021,מעל גיל 60,1,0,0,0.1,0,0
18-06-2021,מתחת לגיל 60,11,0,20,0.3,0,0.5
19-06-2021,כלל האוכלוסיה,7,0,39,0.1,0,1
19-06-2021,מעל גיל 60,2,0,0,0.1,0,0
19-06-2021,מתחת לגיל 60,5,0,39,0.1,0,1.1
20-06-2021,מעל גיל 60,5,0,0,0.4,0,0
20-06-2021,כלל האוכלוסיה,20,0,25,0.4,0,0.7
20-06-2021,מתחת לגיל 60,15,0,24,0.4,0,0.7
21-06-2021,מתחת לגיל 60,29,0,74,0.7,0,2
21-06-2021,כלל האוכלוסיה,41,0,77,0.8,0,2
21-06-2021,מעל גיל 60,12,0,2,0.9,0,1.1
22-06-2021,מתחת לגיל 60,29,0,63,0.7,0,1.7
22-06-2021,מעל גיל 60,11,0,0,0.8,0,0
22-06-2021,כלל האוכלוסיה,40,0,63,0.7,0,1.6
23-06-2021,מתחת לגיל 60,37,0,86,0.9,0,2.4
23-06-2021,מעל גיל 60,11,0,1,0.8,0,0.6
23-06-2021,כלל האוכלוסיה,48,0,88,0.9,0,2.3
24-06-2021,מעל גיל 60,39,0,2,2.8,0,1.1
24-06-2021,כלל האוכלוסיה,102,0,123,1.9,0,3.2
24-06-2021,מתחת לגיל 60,63,0,121,1.6,0,3.3
25-06-2021,כלל האוכלוסיה,96,0,131,1.8,0,3.5
25-06-2021,מתחת לגיל 60,65,0,127,1.6,0,3.5
25-06-2021,מעל גיל 60,31,0,4,2.2,0,2.2
26-06-2021,מתחת לגיל 60,28,0,66,0.7,0,1.8
26-06-2021,כלל האוכלוסיה,45,0,67,0.8,0,1.8
26-06-2021,מעל גיל 60,17,0,1,1.2,0,0.6
27-06-2021,מתחת לגיל 60,41,0,73,1,0,2
27-06-2021,מעל גיל 60,27,0,1,2,0,0.6
27-06-2021,כלל האוכלוסיה,68,0,75,1.3,0,2
28-06-2021,כלל האוכלוסיה,124,0,153,2.3,0,4.1
28-06-2021,מתחת לגיל 60,84,0,148,2.1,0,4.1
28-06-2021,מעל גיל 60,40,0,5,2.9,0,2.8
29-06-2021,כלל האוכלוסיה,114,0,170,2.1,0,4.5
29-06-2021,מעל גיל 60,32,0,3,2.3,0,1.7
29-06-2021,מתחת לגיל 60,82,0,164,2.1,0,4.6
30-06-2021,כלל האוכלוסיה,130,0,164,2.4,0,4.4
30-06-2021,מעל גיל 60,44,0,4,3.2,0,2.3
30-06-2021,מתחת לגיל 60,86,0,156,2.2,0,4.4
01-07-2021,מעל גיל 60,42,0,6,3,0,3.4
01-07-2021,מתחת לגיל 60,105,0,134,2.6,0,3.8
01-07-2021,כלל האוכלוסיה,147,0,141,2.7,0,3.8
02-07-2021,מעל גיל 60,39,0,6,2.8,0,3.4
02-07-2021,מתחת לגיל 60,108,0,167,2.7,0,4.7
02-07-2021,כלל האוכלוסיה,147,0,173,2.7,0,4.7
03-07-2021,מתחת לגיל 60,55,0,103,1.4,0,2.9
03-07-2021,מעל גיל 60,26,0,1,1.9,0,0.6
03-07-2021,כלל האוכלוסיה,81,0,104,1.5,0,2.8
04-07-2021,מעל גיל 60,52,0,2,3.8,0,1.1
04-07-2021,מתחת לגיל 60,126,0,161,3.2,0,4.6
04-07-2021,כלל האוכלוסיה,178,0,164,3.3,0,4.4
05-07-2021,כלל האוכלוסיה,215,0,271,4,0,7.4
05-07-2021,מתחת לגיל 60,159,0,262,4,0,7.5
05-07-2021,מעל גיל 60,56,0,4,4.1,0,2.3
06-07-2021,כלל האוכלוסיה,231,0,269,4.3,0,7.4
06-07-2021,מעל גיל 60,64,0,15,4.6,0,8.6
06-07-2021,מתחת לגיל 60,167,0,253,4.2,0,7.3
07-07-2021,כלל האוכלוסיה,261,0,239,4.8,0,6.6
07-07-2021,מעל גיל 60,77,0,4,5.6,0,2.3
07-07-2021,מתחת לגיל 60,184,0,232,4.6,0,6.7
08-07-2021,מעל גיל 60,66,0,4,4.8,0,2.3
08-07-2021,כלל האוכלוסיה,269,0,185,5,0,5.1
08-07-2021,מתחת לגיל 60,203,0,180,5,0,5.2
09-07-2021,מעל גיל 60,84,0,3,6.1,0,1.7
09-07-2021,כלל האוכלוסיה,271,0,240,5,0,6.7
09-07-2021,מתחת לגיל 60,187,0,236,4.6,0,6.9
10-07-2021,מעל גיל 60,23,0,0,1.7,0,0
10-07-2021,כלל האוכלוסיה,126,0,125,2.3,0,3.5
10-07-2021,מתחת לגיל 60,103,0,125,2.6,0,3.6
11-07-2021,מעל גיל 60,71,0,2,5.1,0,1.2
11-07-2021,כלל האוכלוסיה,266,0,158,4.9,0,4.4
11-07-2021,מתחת לגיל 60,195,0,156,4.8,0,4.5
12-07-2021,כלל האוכלוסיה,417,0,324,7.7,0,9
12-07-2021,מעל גיל 60,105,0,9,7.6,0,5.2
12-07-2021,מתחת לגיל 60,312,0,312,7.7,0,9.1
13-07-2021,כלל האוכלוסיה,402,0,319,7.4,0,8.9
13-07-2021,מעל גיל 60,100,0,12,7.2,0,7
13-07-2021,מתחת לגיל 60,302,0,306,7.5,0,8.9
14-07-2021,כלל האוכלוסיה,404,0,340,7.4,0,9.5
14-07-2021,מעל גיל 60,92,0,11,6.6,0,6.4
14-07-2021,מתחת לגיל 60,312,0,329,7.7,0,9.6
15-07-2021,כלל האוכלוסיה,439,0,388,8.1,0,10.8
15-07-2021,מתחת לגיל 60,330,0,382,8.1,0,11.2
15-07-2021,מעל גיל 60,109,0,5,7.9,0,2.9
16-07-2021,כלל האוכלוסיה,565,0,529,10.4,0,14.7
16-07-2021,מתחת לגיל 60,424,0,511,10.5,0,14.9
16-07-2021,מעל גיל 60,141,0,13,10.2,0,7.6
17-07-2021,מתחת לגיל 60,163,0,176,4,0,5.1
17-07-2021,מעל גיל 60,68,0,3,4.9,0,1.8
17-07-2021,כלל האוכלוסיה,232,0,179,4.3,0,5
18-07-2021,מעל גיל 60,108,0,10,7.8,0,5.9
18-07-2021,כלל האוכלוסיה,456,0,354,8.4,0,9.9
18-07-2021,מתחת לגיל 60,348,0,340,8.6,0,9.9
19-07-2021,מתחת לגיל 60,553,0,628,13.6,0,18.4
19-07-2021,כלל האוכלוסיה,693,0,645,12.7,0,18
19-07-2021,מעל גיל 60,140,0,9,10.1,0,5.3
20-07-2021,כלל האוכלוסיה,768,1,607,14.1,16.8,16.9
20-07-2021,מעל גיל 60,193,0,16,13.9,0,9.5
20-07-2021,מתחת לגיל 60,575,1,582,14.1,22.9,17.1
21-07-2021,מעל גיל 60,181,5,18,13.1,42.6,10.7
21-07-2021,מתחת לגיל 60,517,5,585,12.7,37.7,17.1
21-07-2021,כלל האוכלוסיה,698,10,610,12.8,40,17
22-07-2021,מעל גיל 60,154,2,15,11.4,5.7,8.9
22-07-2021,מתחת לגיל 60,507,2,565,12.5,7.9,16.6
22-07-2021,כלל האוכלוסיה,661,4,584,12.2,6.6,16.3
23-07-2021,מתחת לגיל 60,566,9,614,14,22.2,18
23-07-2021,כלל האוכלוסיה,756,26,633,14.1,22.3,17.7
23-07-2021,מעל גיל 60,190,17,11,14.5,22.4,6.5
24-07-2021,מתחת לגיל 60,380,12,415,9.4,21.1,12.2
24-07-2021,מעל גיל 60,111,20,8,8.8,15.7,4.8
24-07-2021,כלל האוכלוסיה,491,32,426,9.3,17.3,11.9
25-07-2021,מתחת לגיל 60,591,21,569,14.6,33.1,16.7
25-07-2021,מעל גיל 60,145,35,16,11.8,22.4,9.5
25-07-2021,כלל האוכלוסיה,736,56,587,14,25.5,16.4
26-07-2021,מעל גיל 60,269,47,33,22.2,26.4,19.7
26-07-2021,מתחת לגיל 60,869,29,846,21.5,42.9,24.9
26-07-2021,כלל האוכלוסיה,1138,76,885,21.6,30.9,24.8
27-07-2021,מעל גיל 60,240,75,27,20.9,31.2,16.2
27-07-2021,כלל האוכלוסיה,1139,113,990,22,34.3,27.8
27-07-2021,מתחת לגיל 60,897,38,947,22.2,43,27.9
28-07-2021,מעל גיל 60,225,75,34,21.1,23.3,20.4
28-07-2021,כלל האוכלוסיה,1040,119,984,20.5,26.6,27.7
28-07-2021,מתחת לגיל 60,815,44,937,20.3,35,27.6
29-07-2021,מתחת לגיל 60,822,44,891,20.6,25.7,26.3
29-07-2021,מעל גיל 60,221,121,30,22.6,29.4,18
29-07-2021,כלל האוכלוסיה,1044,165,933,21,28.3,26.3
30-07-2021,מעל גיל 60,235,142,25,26.4,28.6,15.1
30-07-2021,כלל האוכלוסיה,1117,215,1065,23.1,29.9,30
30-07-2021,מתחת לגיל 60,882,73,1030,22.4,32.7,30.4
31-07-2021,כלל האוכלוסיה,888,166,1007,19,19,28.4
31-07-2021,מעל גיל 60,130,101,21,16.3,17.3,12.7
31-07-2021,מתחת לגיל 60,758,65,979,19.6,22.3,28.9
01-08-2021,מעל גיל 60,115,150,27,15.1,25,16.3
01-08-2021,כלל האוכלוסיה,876,257,962,19,27.9,27.1
01-08-2021,מתחת לגיל 60,761,107,922,19.7,33.3,27.3
02-08-2021,כלל האוכלוסיה,1570,448,1770,34.3,48.4,50
02-08-2021,מתחת לגיל 60,1301,185,1712,33.8,53.5,50.7
02-08-2021,מעל גיל 60,269,262,50,36.7,45.2,30.3
03-08-2021,מעל גיל 60,171,237,52,25.7,40.6,31.6
03-08-2021,מתחת לגיל 60,1111,202,1438,29.3,49.2,42.6
03-08-2021,כלל האוכלוסיה,1283,439,1504,28.8,44.1,42.5
04-08-2021,מתחת לגיל 60,1266,219,1502,33.9,45.5,44.6
04-08-2021,כלל האוכלוסיה,1415,460,1572,32.6,43.4,44.5
04-08-2021,מעל גיל 60,148,241,53,24.4,41.7,32.3
05-08-2021,כלל האוכלוסיה,1432,651,1694,33.8,59.2,48
05-08-2021,מתחת לגיל 60,1306,306,1624,35.4,56.3,48.2
05-08-2021,מעל גיל 60,125,345,60,22.6,62.1,36.6
06-08-2021,מעל גיל 60,119,304,53,23.4,53.8,32.4
06-08-2021,מתחת לגיל 60,1272,298,1704,35,49.1,50.6
06-08-2021,כלל האוכלוסיה,1391,603,1767,33.6,51.4,50.1
07-08-2021,מעל גיל 60,82,186,34,17.5,31.7,20.8
07-08-2021,מתחת לגיל 60,956,265,1317,26.8,39.1,39.2
07-08-2021,כלל האוכלוסיה,1038,451,1354,25.7,35.6,38.4
08-08-2021,מתחת לגיל 60,1083,365,1450,30.7,50.7,43.2
08-08-2021,מעל גיל 60,113,258,53,23.7,48.5,32.6
08-08-2021,כלל האוכלוסיה,1196,623,1517,29.9,49.8,43.1
09-08-2021,כלל האוכלוסיה,2251,1067,2847,56.1,87.3,81
09-08-2021,מתחת לגיל 60,2037,645,2729,58.2,86.3,81.3
09-08-2021,מעל גיל 60,214,421,98,41.6,88.7,60.4
10-08-2021,מעל גיל 60,229,366,68,40.7,86.2,42.1
10-08-2021,מתחת לגיל 60,1885,616,2450,54.4,78.7,73.1
10-08-2021,כלל האוכלוסיה,2115,982,2538,52.5,81.3,72.3
11-08-2021,מתחת לגיל 60,1955,674,2499,56.7,83.8,74.7
11-08-2021,כלל האוכלוסיה,2189,1010,2602,53.8,85.3,74.2
11-08-2021,מעל גיל 60,234,336,84,37.6,88.8,52.2
12-08-2021,מתחת לגיל 60,1891,692,2636,55.1,83.9,79
12-08-2021,כלל האוכלוסיה,2185,1035,2743,53,89.4,78.4
12-08-2021,מעל גיל 60,293,343,93,42.4,102.9,58
13-08-2021,מתחת לגיל 60,1828,676,2650,53.9,79.8,79.5
13-08-2021,מעל גיל 60,236,256,86,32.6,80.5,53.7
13-08-2021,כלל האוכלוסיה,2065,932,2758,50.2,79.9,78.9
14-08-2021,מעל גיל 60,173,175,55,23.3,56.4,34.4
14-08-2021,כלל האוכלוסיה,1432,759,1871,35,64.3,53.6
14-08-2021,מתחת לגיל 60,1259,584,1800,37.6,67.1,54
15-08-2021,כלל האוכלוסיה,1757,883,2354,42.4,78.6,67.5
15-08-2021,מתחת לגיל 60,1571,693,2237,47.2,82,67.2
15-08-2021,מעל גיל 60,186,189,97,22.9,68,61
16-08-2021,כלל האוכלוסיה,2969,1399,4104,70.8,130.8,118
16-08-2021,מעל גיל 60,388,325,125,44.2,130.3,79
16-08-2021,מתחת לגיל 60,2579,1074,3959,77.8,130.9,119.2
17-08-2021,כלל האוכלוסיה,2661,1260,3790,63.3,118.8,109.2
17-08-2021,מתחת לגיל 60,2385,1030,3654,73,123.7,110.3
17-08-2021,מעל גיל 60,274,228,113,29.2,100,71.7
18-08-2021,מתחת לגיל 60,2331,958,3765,72.4,112.5,113.9
18-08-2021,מעל גיל 60,305,223,121,30.8,106.2,77.1
18-08-2021,כלל האוכלוסיה,2636,1182,3929,62.6,111.3,113.5
19-08-2021,מעל גיל 60,267,225,125,25.7,116,80.1
19-08-2021,מתחת לגיל 60,2216,1041,3615,69.9,119.2,109.7
19-08-2021,כלל האוכלוסיה,2484,1266,3772,59,118.6,109.3
20-08-2021,כלל האוכלוסיה,2416,1191,3967,57.7,110.2,115.1
20-08-2021,מעל גיל 60,260,195,119,24.6,103.5,76.4
20-08-2021,מתחת לגיל 60,2156,996,3813,68.9,111.6,115.8
21-08-2021,כלל האוכלוסיה,1596,915,2680,38.3,82.9,77.8
21-08-2021,מתחת לגיל 60,1448,779,2593,46.8,85,78.8
21-08-2021,מעל גיל 60,147,136,72,13.8,72.4,46.3
22-08-2021,כלל האוכלוסיה,2091,1143,3055,49.6,108.6,89
22-08-2021,מעל גיל 60,166,143,99,15.1,82.2,64
22-08-2021,מתחת לגיל 60,1923,1000,2929,61.7,113.9,89.3
23-08-2021,מתחת לגיל 60,2702,1348,4972,86,159.5,152.1
23-08-2021,מעל גיל 60,292,167,135,25.8,102.9,87.6
23-08-2021,כלל האוכלוסיה,2994,1517,5135,70.1,150.6,150
24-08-2021,מעל גיל 60,279,152,113,24.2,98.7,73.7
24-08-2021,מתחת לגיל 60,2828,1348,4913,90.2,160.8,150.8
24-08-2021,כלל האוכלוסיה,3107,1501,5053,72.4,151.2,148.1
25-08-2021,כלל האוכלוסיה,2613,1392,4821,60.9,141,141.7
25-08-2021,מעל גיל 60,229,152,98,19.5,102.4,64.2
25-08-2021,מתחת לגיל 60,2381,1240,4685,76.4,147.9,144.2
26-08-2021,מעל גיל 60,232,146,113,19.5,102,74.3
26-08-2021,מתחת לגיל 60,2518,1145,4520,81.3,136.6,139.5
26-08-2021,כלל האוכלוסיה,2750,1291,4664,64.1,131.5,137.5
27-08-2021,מעל גיל 60,267,140,129,22.3,98.8,85
27-08-2021,כלל האוכלוסיה,2429,1273,4567,56.7,127.1,134.8
27-08-2021,מתחת לגיל 60,2162,1132,4412,70.1,131.7,136.4
28-08-2021,מתחת לגיל 60,1894,1066,3523,61.9,118.7,109
28-08-2021,כלל האוכלוסיה,2085,1182,3635,48.9,113.6,107.4
28-08-2021,מעל גיל 60,189,115,96,15.8,81,63.4
29-08-2021,מעל גיל 60,155,99,87,12.8,72.6,57.7
29-08-2021,מתחת לגיל 60,1811,1036,3172,58.3,118,98.4
29-08-2021,כלל האוכלוסיה,1966,1135,3283,45.5,111.9,97.3
30-08-2021,מתחת לגיל 60,2646,1396,6095,84,168.1,189.9
30-08-2021,כלל האוכלוסיה,2843,1506,6261,64.9,156.6,186.3
30-08-2021,מעל גיל 60,196,110,130,16,84.2,86.5
31-08-2021,מתחת לגיל 60,2513,1296,5590,79.4,159.2,174.7
31-08-2021,כלל האוכלוסיה,2769,1405,5760,62.9,149.3,172
31-08-2021,מעל גיל 60,253,108,137,20.5,85.1,91.6
01-09-2021,מתחת לגיל 60,2615,1390,6204,82.3,175,194.5
01-09-2021,כלל האוכלוסיה,2845,1501,6383,64.4,163.3,191.2
01-09-2021,מעל גיל 60,230,110,136,18.5,88.3,91.3
02-09-2021,כלל האוכלוסיה,2792,1386,6614,62.7,156.3,198.6
02-09-2021,מתחת לגיל 60,2574,1294,6484,80.4,169.2,203.8
02-09-2021,מעל גיל 60,217,92,100,17.4,75.2,67.4
03-09-2021,כלל האוכלוסיה,2416,1241,5673,54.2,140.2,170.5
03-09-2021,מעל גיל 60,210,101,119,16.8,82.7,80.3
03-09-2021,מתחת לגיל 60,2206,1140,5525,68.9,149.4,173.8
04-09-2021,מתחת לגיל 60,1148,647,2714,36,82.9,85.4
04-09-2021,כלל האוכלוסיה,1241,702,2794,27.9,77.7,84.1
04-09-2021,מעל גיל 60,93,55,63,7.4,44.8,42.6
05-09-2021,מתחת לגיל 60,1388,787,3038,43,104.9,95.8
05-09-2021,כלל האוכלוסיה,1498,846,3128,33.4,97.2,94.3
05-09-2021,מעל גיל 60,110,59,71,8.7,49.1,48.2
06-09-2021,מעל גיל 60,182,86,134,14.4,72,91.2
06-09-2021,כלל האוכלוסיה,2485,1105,6666,54.6,127.6,201.2
06-09-2021,מתחת לגיל 60,2302,1019,6506,70,136.5,205.4
07-09-2021,מעל גיל 60,120,59,83,9.5,48.9,56.6
07-09-2021,מתחת לגיל 60,1439,725,4058,43.2,93.8,128.2
07-09-2021,כלל האוכלוסיה,1559,784,4162,33.9,87.7,125.6
08-09-2021,מתחת לגיל 60,713,446,1827,21.1,55.6,57.7
08-09-2021,מעל גיל 60,67,27,52,5.3,22.1,35.5
08-09-2021,כלל האוכלוסיה,781,473,1889,16.8,51.2,57
09-09-2021,מתחת לגיל 60,1606,957,4741,47.1,121,150.1
09-09-2021,מעל גיל 60,103,56,84,8.1,46.6,57.5
09-09-2021,כלל האוכלוסיה,1710,1014,4849,36.5,111.3,146.8
10-09-2021,מעל גיל 60,122,83,119,9.6,68.9,81.7
10-09-2021,כלל האוכלוסיה,1929,1044,6588,41.1,113,199.6
10-09-2021,מתחת לגיל 60,1806,961,6442,52.9,119.6,204.1
11-09-2021,כלל האוכלוסיה,1843,1184,6917,39.5,123,209.7
11-09-2021,מתחת לגיל 60,1686,1095,6744,49.8,130.3,213.8
11-09-2021,מעל גיל 60,156,88,153,12.2,72,105.2
12-09-2021,מתחת לגיל 60,1385,998,4825,40.5,120.8,153.3
12-09-2021,כלל האוכלוסיה,1467,1089,4959,31.2,115.1,150.6
12-09-2021,מעל גיל 60,82,90,115,6.4,75.1,79.3
13-09-2021,מתחת לגיל 60,1925,1193,7002,56.3,147.5,222.8
13-09-2021,מעל גיל 60,165,87,155,12.9,73.9,107.3
13-09-2021,כלל האוכלוסיה,2091,1280,7190,44.5,138.1,218.7
14-09-2021,מעל גיל 60,190,95,154,14.9,80.8,106.9
14-09-2021,מתחת לגיל 60,1617,1054,6365,47.8,128.7,202.8
14-09-2021,כלל האוכלוסיה,1808,1149,6540,38.8,122.7,199.3
15-09-2021,כלל האוכלוסיה,1472,1153,5863,31.9,118.6,178.7
15-09-2021,מעל גיל 60,132,69,122,10.4,57.6,84.9
15-09-2021,מתחת לגיל 60,1340,1084,5715,40.1,127.2,182.2
16-09-2021,מתחת לגיל 60,436,385,2213,13,42.8,70.6
16-09-2021,כלל האוכלוסיה,473,407,2275,10.2,39.8,69.4
16-09-2021,מעל גיל 60,37,22,50,2.9,17.9,34.8
17-09-2021,מתחת לגיל 60,745,640,3249,22.2,70.6,103.7
17-09-2021,כלל האוכלוסיה,823,690,3347,17.8,67,102.2
17-09-2021,מעל גיל 60,75,50,81,5.9,40.7,56.5
18-09-2021,מעל גיל 60,114,95,103,8.9,76.2,72
18-09-2021,מתחת לגיל 60,1249,1261,5445,37.7,133.8,173.9
18-09-2021,כלל האוכלוסיה,1363,1356,5557,29.7,127,169.7
19-09-2021,כלל האוכלוסיה,1004,939,4346,21.8,88.6,133
19-09-2021,מתחת לגיל 60,916,871,4244,27.5,93,135.8
19-09-2021,מעל גיל 60,88,68,91,6.9,55.5,63.8
20-09-2021,מתחת לגיל 60,1231,1153,5778,36.7,122.4,185
20-09-2021,מעל גיל 60,148,76,122,11.6,62.2,85.8
20-09-2021,כלל האוכלוסיה,1380,1231,5921,29.8,115.7,181.4
21-09-2021,מתחת לגיל 60,604,689,3116,18,69.7,99.8
21-09-2021,מעל גיל 60,72,66,70,5.6,52.7,49.3
21-09-2021,כלל האוכלוסיה,676,756,3199,14.6,67.9,98
22-09-2021,כלל האוכלוסיה,844,1071,3901,18.4,93.2,119.7
22-09-2021,מעל גיל 60,84,72,85,6.6,56.8,60.1
22-09-2021,מתחת לגיל 60,760,999,3792,23,97.8,121.6
23-09-2021,מתחת לגיל 60,747,1015,4074,22.9,96.8,130.8
23-09-2021,כלל האוכלוסיה,859,1103,4234,18.9,93.8,130.1
23-09-2021,מעל גיל 60,111,88,138,8.7,68.9,97.8
24-09-2021,מתחת לגיל 60,556,758,3218,17,71.1,103.4
24-09-2021,מעל גיל 60,87,78,110,6.8,60.4,78.1
24-09-2021,כלל האוכלוסיה,643,836,3336,14.2,70,102.6
25-09-2021,מעל גיל 60,57,28,45,4.5,21.3,32
25-09-2021,כלל האוכלוסיה,344,480,1728,7.6,39.1,53.2
25-09-2021,מתחת לגיל 60,287,452,1677,8.9,41.2,53.9
26-09-2021,כלל האוכלוסיה,515,739,2471,11.4,60.8,76.2
26-09-2021,מתחת לגיל 60,449,690,2395,13.8,63.6,77.2
26-09-2021,מעל גיל 60,66,49,64,5.2,37.8,45.7
27-09-2021,מתחת לגיל 60,594,886,3279,18.2,82.7,105.8
27-09-2021,מעל גיל 60,109,77,99,8.6,60,70.9
27-09-2021,כלל האוכלוסיה,703,964,3393,15.5,80.3,104.8
28-09-2021,מעל גיל 60,31,24,39,2.4,18.4,28
28-09-2021,מתחת לגיל 60,272,461,1487,8.4,42.2,48
28-09-2021,כלל האוכלוסיה,303,486,1548,6.7,39.7,47.8
29-09-2021,כלל האוכלוסיה,432,667,2391,9.6,55.7,74.1
29-09-2021,מעל גיל 60,56,47,66,4.4,36.8,47.6
29-09-2021,מתחת לגיל 60,376,620,2305,11.6,57.9,74.6
30-09-2021,כלל האוכלוסיה,475,719,3071,10.5,63.5,95.5
30-09-2021,מעל גיל 60,70,53,73,5.5,43.3,52.9
30-09-2021,מתחת לגיל 60,405,666,2979,12.4,66,96.8
01-10-2021,כלל האוכלוסיה,423,623,2430,9.3,55.5,75.7
01-10-2021,מתחת לגיל 60,353,570,2358,10.8,57.1,76.7
01-10-2021,מעל גיל 60,69,53,58,5.4,43.3,42.2
02-10-2021,מעל גיל 60,25,17,41,2,13.8,29.9
02-10-2021,מתחת לגיל 60,167,358,1045,5.1,35.7,34
02-10-2021,כלל האוכלוסיה,192,375,1091,4.2,33.3,34
03-10-2021,מתחת לגיל 60,271,482,1695,8.3,50.7,55.4
03-10-2021,כלל האוכלוסיה,308,510,1744,6.8,47.7,54.6
03-10-2021,מעל גיל 60,37,28,43,2.9,23.7,31.6
04-10-2021,מעל גיל 60,54,54,57,4.2,47.2,42.1
04-10-2021,כלל האוכלוסיה,384,571,2177,8.4,55.6,68.4
04-10-2021,מתחת לגיל 60,330,517,2111,10,56.7,69.2
05-10-2021,מתחת לגיל 60,237,373,1671,7.2,42.3,54.9
05-10-2021,כלל האוכלוסיה,286,403,1741,6.2,40.6,54.8
05-10-2021,מעל גיל 60,49,30,55,3.8,26.9,40.9
06-10-2021,מעל גיל 60,32,30,39,2.5,27.1,29.1
06-10-2021,מתחת לגיל 60,212,359,1622,6.3,41.2,53.4
06-10-2021,כלל האוכלוסיה,244,389,1670,5.3,39.6,52.7
07-10-2021,מתחת לגיל 60,166,281,1479,4.9,32.8,48.8
07-10-2021,כלל האוכלוסיה,197,304,1530,4.2,31.5,48.4
07-10-2021,מעל גיל 60,31,23,38,2.4,20.9,28.5
08-10-2021,כלל האוכלוסיה,221,296,1425,4.7,30.8,45.1
08-10-2021,מתחת לגיל 60,183,280,1373,5.3,32.9,45.4
08-10-2021,מעל גיל 60,38,16,47,2.9,14.5,35.3
09-10-2021,כלל האוכלוסיה,108,174,717,2.3,18,22.7
09-10-2021,מעל גיל 60,20,15,25,1.5,13.6,18.8
09-10-2021,מתחת לגיל 60,88,159,689,2.5,18.6,22.8
10-10-2021,מעל גיל 60,26,17,32,2,15.6,24.2
10-10-2021,כלל האוכלוסיה,176,204,1055,3.7,21.5,33.5
10-10-2021,מתחת לגיל 60,150,185,1016,4.3,22,33.6
11-10-2021,כלל האוכלוסיה,237,273,1743,4.9,29.1,55.4
11-10-2021,מעל גיל 60,29,30,55,2.2,27.8,41.7
11-10-2021,מתחת לגיל 60,208,243,1681,5.8,29.3,55.7
12-10-2021,כלל האוכלוסיה,183,236,1341,3.7,25.2,42.7
12-10-2021,מתחת לגיל 60,154,221,1294,4.3,26.6,43
12-10-2021,מעל גיל 60,29,15,31,2.2,13.9,23.6
